stage_id,title,order,step_id,left,top,description,en_title,en_description,de_title,de_description,es_title,es_description,ru_title,ru_description
omaha_hi_deal,Big Blind,3,omaha_hi_deal_3,92,63,"The big blind, marked as BB, is the second of the two initial mandatory bets. It is placed by the player immediately to the left of the small blind and moves one space clockwise after each hand. In PLO games, the big blind equals the selected table’s higher betting limit, i.e. if a table’s higher betting limit is $2 in a $1/$2 game, the big blind would be $2. The amount of the big blind is the minimum bet in the current game round. The small and big blinds are important because they incite the action and get the game going, with money already in the pot to win. ",Big Blind,"The big blind, marked as BB, is the second of the two initial mandatory bets. It is placed by the player immediately to the left of the small blind and moves one space clockwise after each hand. In PLO games, the big blind equals the selected table’s higher betting limit, i.e. if a table’s higher betting limit is $2 in a $1/$2 game, the big blind would be $2. The amount of the big blind is the minimum bet in the current game round. The small and big blinds are important because they incite the action and get the game going, with money already in the pot to win. ",Big Blind,"Der Big Blind wird mit „BB“ gekennzeichnet und ist der zweite von zwei Eröffnungseinsätzen. Er wird vom Spieler unmittelbar links vom Small Blind gesetzt und bewegt sich nach jeder Hand im Uhrzeigersinn um jeweils einen Platz weiter. In PLO-Spielen entspricht der Big Blind dem oberen Einsatzlimit des jeweiligen Tisches, d. h., wenn das obere Einsatzlimit eines Tisches in einem 1 USD/2 USD-Spiel 1 USD beträgt, würde der Big Blind 2 USD betragen. Der Big Blind stellt den Mindesteinsatz in der aktuellen Spielrunde dar. Der Small Blind und der Big Blind sind wichtig, da mit ihnen die Action und das Spiel beginnen und sich bereits Geld im Pot befindet, das gewonnen werden kann. ",Ciega Grande,"La ciega grande, marcada como BB, es la segunda de las dos apuestas forzadas iniciales. Es el jugador que se encuentra inmediatamente a la izquierda de la ciega pequeña y se mueve un puesto en sentido de las agujas del reloj en cada mano. En juegos PLO, la ciega grande es igual a la apuesta máxima seleccionada para la mesa. Por ejemplo, si la apuesta máxima es de 2$ en un juego de 1$/2$, la ciega grande sería 2$. El monto de la ciega grande es la apuesta mínima en la ronda del juego corriente. Las ciegas grande y pequeña son importantes porque incitan la acción y mantienen el juego en marcha, con dinero en el pozo para ser ganado. ",Большой блайнд,"Большой блайнд, помеченный маркером BB, — это вторая из двух обязательных изначальных ставок. Он совершается игроком, находящимся слева от малого блайнда, и перемещается на одно место по часовой стрелке после каждой партии. В играх PLO большой блайнд равен выбранному за столом максимальному лимиту ставок, т. е. если максимальным лимитом ставок является 2$ в игре на 1$/2$, большой блайнд будет равен 2$. Сумма большого блайнда — это минимальная ставка в текущем раунде игры. Большой и малый блайнды стимулируют делать ход и продвигают игру, формируя деньги в банке, которые можно выиграть. "
omaha_hi_deal,Hole cards,4,omaha_hi_deal_4,56,50,"After the small and big blinds are posted, each player gets four face-down cards. These are the players’ individual starting cards, also known as hole cards.",Hole cards,"After the small and big blinds are posted, each player gets four face-down cards. These are the players’ individual starting cards, also known as hole cards.",Taschenkarten,"Nachdem der Small Blind und der Big Blind gesetzt wurden, erhält jeder Spieler verdeckt vier Karten. Dies sind die Startkarten der Spieler, auch als „Taschenkarten“ bezeichnet.",Cartas de mano,"Después de que las ciegas grande y pequeña sean colocadas, cada jugador recibe cuatro cartas boca abajo. Estas son las cartas individuales iniciales del jugador, también conocidas como 'hole cards'.",Закрытые карты,"После размещения малого и большого блайндов каждый игрок получает четыре карты в закрытую. Это личные карты игроков, также известные как закрытые карты."
omaha_hi_pre_flop,First player to act,1,omaha_hi_pre_flop_1,89,90,The action starts with the player to the left of the big blind. The position of the player who acts first in the pre-flop round is known as ‘under the gun’ (UTG). It is considered to be the weakest table position because the ‘under the gun’ player has to make decisions with no prior information about their opponents play.,First player to act,The action starts with the player to the left of the big blind. The position of the player who acts first in the pre-flop round is known as ‘under the gun’ (UTG). It is considered to be the weakest table position because the ‘under the gun’ player has to make decisions with no prior information about their opponents play.,Erster setzender Spieler,"Der Spieler links vom Big Blind beginnt die Action. Die Position des Spielers, der in der Pre-Flop-Runde zuerst agiert, wird auch als „Under the Gun“ (UTG; „Im Schussfeld“) bezeichnet. Diese Position gilt als schwächste Position am Tisch, da der Under-the-Gun-Spieler Entscheidungen treffen muss, ohne das Spiel seiner Gegner zu kennen.",Primer jugador en actuar,La acción comienza con el jugador a la izquierda de la ciega grande. La posición del jugador que actúa primero en el pre-flop es conocida como 'bajo la pistola' (UTG). Es considerada como la posición más débil de la mesa porque el jugador 'bajo la pistola' tiene que tomar decisiones sin información acerca de las jugadas de sus oponentes.,Ход первого игрока,"Ход начинается с игрока, находящегося слева от большого блайнда. Место игрока, который ходит первым в раунде префлопа, называется «под прицелом» (UTG). Это место за столом считается самым слабым, так как игрок «под прицелом» должен принимать решения, не имея предварительной информации об игре своих соперников."
omaha_hi_pre_flop,Call,2,omaha_hi_pre_flop_2,66,90,"To call is to match the bet made by the previous player. The first bet after the big blind needs to at least match the big blind amount, or raise it.",Call,"To call is to match the bet made by the previous player. The first bet after the big blind needs to at least match the big blind amount, or raise it.",Mitgehen,"Mitgehen bedeutet, den gleichen Einsatz wie der vorherige Spieler zu setzen. Der erste Einsatz nach dem Big Blind muss mindestens dem Big Blind-Einsatz entsprechen oder diesen erhöhen.",Igualar,"Igualar es colocar la cantidad de fichas necesarias para tener la misma apuesta que el jugador anterior. La primera apuesta después de la ciega grande tiene que el menos igualar la ciega grande, o aumentarla.",Колл,Сделать колл означает уравнять ставку предыдущего игрока. Первая ставка после большого блайнда должна как минимум равняться сумме большого блайнда или превышать ее.
omaha_hi_pre_flop,Raise,3,omaha_hi_pre_flop_3,40,90,"To raise is to increase the bet amount made by the previous player. If a raise is already in place, all the subsequent bets have to equal or be higher than that last bet. In PLO, the maximum raise is restricted to the amount of the pot for each instance.",Raise,"To raise is to increase the bet amount made by the previous player. If a raise is already in place, all the subsequent bets have to equal or be higher than that last bet. In PLO, the maximum raise is restricted to the amount of the pot for each instance.",Erhöhen,"Erhöhen bedeutet, den Einsatz des vorherigen Spielers zu erhöhen. Wenn erhöht wurde, müssen alle nachfolgenden Einsätze dem letzten Einsatz entsprechen oder höher als dieser sein. In PLO-Spielen ist die Erhöhung jeweils auf den Betrag des Pots begrenzt.",Aumentar,"Aumentar es incrementar el monto de la apuesta echa por el jugador anterior. Si un aumento ya se ha realizado, todas as apuestas subsecuentes deben ser iguales o mayores que la apuesta anterior. En PLO, el aumento máximo está restringido a la cantidad del pozo para cada instancia.",Рейз,"Сделать рейз означает поднять сумму ставки предыдущего игрока. Если рейз уже сделан, все последующие ставки должны быть равны сумме последней ставки или превышать ее. В PLO максимальный рейз ограничен суммой банка в каждый момент игры."
omaha_hi_pre_flop,Fold,4,omaha_hi_pre_flop_4,11,10,"To fold is to not play the hand. If you decide to fold, you are no longer eligible to take part in any further betting until a new game round starts.",Fold,"To fold is to not play the hand. If you decide to fold, you are no longer eligible to take part in any further betting until a new game round starts.",Aussteigen,"Aussteigen bedeutet, eine Hand nicht zu spielen. Wenn Sie aussteigen, können Sie nicht mehr setzen, bis eine neue Spielrunde beginnt.
",Retirarse,"Retirarse es no jugar la mano. Si decides retirarte, ya no serás elegible para tomar parte de ninguna otra apuesta futura hasta que una nueva ronda del juego comience.",Фолд,"Сделать фолд означает пасовать. Если вы решили пасовать, вы больше не сможете принимать участие в дальнейших торгах, пока не начнется новый раунд игры."
omaha_hi_pre_flop,Check,5,omaha_hi_pre_flop_5,91,40,"To check means to bet nothing. In the pre-flop round, only the big blind has an option to check if no-one has raised. If there is a raise, the big blind can either call, raise, fold or raise pot.",Check,"To check means to bet nothing. In the pre-flop round, only the big blind has an option to check if no-one has raised. If there is a raise, the big blind can either call, raise, fold or raise pot.",Schieben,"Schieben bedeutet, nicht zu setzen. In der Pre-Flop-Runde kann nur der Big Blind schieben, wenn noch niemand erhöht hat. Wenn es eine Erhöhung gegeben hat, kann der Big Blind mitgehen, erhöhen, aussteigen oder den Pot erhöhen.",Pasar,"Pasar significa no apostar nada. En la ronda del pre-flop, solo la ciega grande tiene la opción de pasar si no se ha aumentado. Si hay un aumento, la ciega grande puede tanto igualarla, aumentarla, retirarse o aumentar el pozo.",Чек,"Сделать чек означает отказаться делать ставку. В раунде префлопа только у большого блайнда есть возможность сделать чек, если никто не поднял ставку. Если ставку подняли, большой блайнд может уравнять ставку, поднять ее, пасовать или поднять банк."
omaha_hi_pre_flop,End of betting,6,omaha_hi_pre_flop_6,44,50,"The betting round ends when all players, who have not folded, have contributed equally to the pot. ",End of betting,"The betting round ends when all players, who have not folded, have contributed equally to the pot. ",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, gleichmäßig zum Pot beigetragen haben. ",Final de las apuestas,"La ronda de apuestas termina cuando todos los jugadores que no se hayan retirado, hayan contribuido de forma igualitaria al pozo. ",Конец торгов,"Раунд торгов завершается, когда все игроки, которые не пасовали, сделали одинаковые взносы в банк. "
omaha_hi_flop,Flop,1,omaha_hi_flop_1,28,50,Three face-up community cards are dealt on the table. ,Flop,Three face-up community cards are dealt on the table. ,Flop,"Drei Gemeinschaftskarten werden offen am Pokertisch ausgegeben.",Flop,Tres cartas comunes son repartidas boca arriba sobre la mesa.,Флоп,На покерный стол в открытую сдаются три общие карты.
omaha_hi_flop,First player’s actions,2,omaha_hi_flop_2,59,10,"The first person to act is the first active player seated to the left of the dealer button. They have two options: check or bet. If the first player decides to check (bets nothing), the action passes, clockwise, to the next player.",First player’s actions,"The first person to act is the first active player seated to the left of the dealer button. They have two options: check or bet. If the first player decides to check (bets nothing), the action passes, clockwise, to the next player.",Handlungen des ersten Spielers,"Der erste Spieler, der agiert, ist der erste aktive Spieler links vom Dealer-Button. Dieser Spieler hat zwei Optionen: Schieben oder Setzen. Wenn der erste Spieler schiebt (d. h. nichts setzt), geht die Action im Uhrzeigersinn an den nächsten Spieler über.",Las acciones del primer jugador,"La primera persona en actuar es el primer jugador activo a la izquierda del botón del crupier. Ellos tienen dos opciones: pasar o apostar. Si el primer jugador decide pasar (apostar nada), la acción pasa, en sentido horario, al siguiente jugador.",Действия первого игрока,"Первым ходит первый активный игрок, сидящий слева от фишки дилера. У него есть два варианта хода: сделать чек или ставку. Если первый игрок решает сделать чек (отказаться делать ставку), ход переходит по часовой стрелке к следующему игроку."
omaha_hi_flop,Initial bet amount,3,omaha_hi_flop_3,82,10,"The initial bet amount should equal or exceed the minimum bet amount, which is the same amount as the big blind. All subsequent bets should equal or exceed the initial bet. In PLO, the maximum raise is restricted to the amount of the pot for each instance.",Initial bet amount,"The initial bet amount should equal or exceed the minimum bet amount, which is the same amount as the big blind. All subsequent bets should equal or exceed the initial bet. In PLO, the maximum raise is restricted to the amount of the pot for each instance.",Eröffnungseinsatz,"Der Eröffnungseinsatz sollte dem Mindesteinsatz entsprechen oder diesen übertreffen. Das ist der gleiche Betrag wie der Big Blind. Alle folgenden Einsätze sollten dem Eröffnungseinsatz entsprechen oder diesen übertreffen. In PLO-Spielen ist die Erhöhung jeweils auf den Betrag des Pots begrenzt.",Importe de la apuesta inicial,"El importe de la apuesta inicial debe ser igual o exceder el importe mínimo de apuesta, el cual es el mismo importe que el de la ciega grande. Todas las apuestas subsecuentes deben ser iguales o exceder la apuesta inicial. En PLO, el aumento máximo está restringido a la cantidad del pozo para cada instancia.",Изначальная сумма ставки,"Изначальная сумма ставки должна быть равна или превышать минимальную сумму ставки, которая равна сумме большого блайнда. Все последующие ставки должны быть равны изначальной ставке или превышать ее. В PLO максимальный рейз ограничен суммой банка в каждый момент игры."
omaha_hi_flop,Other players’ actions,4,omaha_hi_flop_4,92,61,"Once the initial bet is placed, all the remaining players have three options: call, raise, fold or raise pot.",Other players’ actions,"Once the initial bet is placed, all the remaining players have three options: call, raise, fold or raise pot.",Handlungen der anderen Spieler,"Nach dem ersten Einsatz haben die übrigen Spieler drei Optionen: Mitgehen, Erhöhen, Aussteigen oder Erhöhen des Pot.",Las acciones de los otros jugadores,"Una vez que la apuesta inicial es colocada, todos los jugadores a continuación tienen tres opciones: igualar, aumentar, retirarse o aumentar el pozo.",Действия других игроков,"Как только будет сделана изначальная ставка, у всех остальных игроков будет три варианта хода: уравнять ставку, поднять ставку, пасовать или поднять банк."
omaha_hi_flop,End of betting,5,omaha_hi_flop_5,9,38,"The betting round ends when all players, who have not folded, have wagered equal amounts in the pot.  If all players decide to check in the current betting round, meaning there are no new bets, the pot remains the same as in the pre-flop round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round comes to an end.",End of betting,"The betting round ends when all players, who have not folded, have wagered equal amounts in the pot.  If all players decide to check in the current betting round, meaning there are no new bets, the pot remains the same as in the pre-flop round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round comes to an end.",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, gleiche Beträge zum Pot beigetragen haben. Wenn alle Spieler in der aktuellen Einsatzrunde schieben, was bedeutet, dass es keine neuen Einsätze gibt, bleibt die Höhe des Pots die gleiche wie in der Pre-Flop-Runde. Wenn alle Spieler bis auf einen in der aktuellen Einsatzrunde aussteigen, gewinnt der Spieler, der nicht ausgestiegen ist, den Pot und die Einsatzrunde endet.",Final de las apuestas,"La ronda de apuestas termina cuando todos los jugadores que no se hayan retirado, hayan apostado importes de forma igualitaria al pozo. Si todos los jugadores deciden pasar en la ronda de apuestas corriente, significando que no hay nuevas apuestas, el pozo permanece igual que en la ronda de pre-flop. Si todos los jugadores, excepto uno, deciden retirarse de la ronda corriente, el jugador que no se haya retirado gana el pozo, y la ronda de apuestas termina.",Конец торгов,"Раунд торгов завершается, когда все игроки, которые не пасовали, внесли в банк одинаковые суммы. Если все игроки решили отказаться делать ставку в текущем раунде торгов (то есть новых ставок нет), банк остается таким же, как и в раунде префлопа. Если все игроки, за исключением одного, решили пасовать в текущем раунде, игрок, который не пасовал, выигрывает банк, а раунд торгов завершается."
omaha_hi_turn,Turn,1,omaha_hi_turn_1,67,50,The fourth face-up community card is dealt on the table.,Turn,The fourth face-up community card is dealt on the table.,Turn,"Die vierte Gemeinschaftskarte wird offen am Pokertisch ausgegeben.",Turn,La cuarta carta común es repartida boca arriba en la mesa.,Терн,На покерный стол в открытую сдается четвертая общая карта.
omaha_hi_turn,First player’s actions,2,omaha_hi_turn_2,81,10,"The first person to act is the first active player to the left of the dealer. They have two options: check or place a bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",First player’s actions,"The first person to act is the first active player to the left of the dealer. They have two options: check or place a bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",Handlungen des ersten Spielers,"Der erste Spieler, der agiert, ist der erste aktive Spieler links vom Dealer. Dieser Spieler hat zwei Optionen: Schieben oder Setzen. Wenn der erste Spieler schiebt (d. h. nichts setzt), geht die Action im Uhrzeigersinn an den nächsten Spieler über.",Las acciones del primer jugador,"La primera persona en actuar es el primer jugador activo a la izquierda del crupier. Ellos tienen dos opciones: pasar o apostar. Si el primer jugador decide pasar (apostar nada), la acción pasa en sentido horario al siguiente jugador.",Действия первого игрока,"Первым ходит первый активный игрок слева от дилера. У него есть два варианта хода: сделать чек или ставку. Если первый игрок решает сделать чек (отказаться делать ставку), ход переходит по часовой стрелке к следующему игроку."
omaha_hi_turn,Other players’ actions,3,omaha_hi_turn_3,66,90,"After the initial bet is placed, the players have the same options as in the previous rounds. They can call, raise, fold or raise pot, which could put them all-in.",Other players’ actions,"After the initial bet is placed, the players have the same options as in the previous rounds. They can call, raise, fold or raise pot, which could put them all-in.",Handlungen der anderen Spieler,"Nachdem der Eröffnungseinsatz gesetzt wurde, haben die Spieler die gleichen Optionen wie in den vorherigen Runden. Sie können mitgehen, erhöhen, aussteigen oder den Pot erhöhen, was möglicherweise einen All-In erforderlich macht.",Las acciones de los otros jugadores,"Luego de que la apuesta inicial es colocada, los jugadores tienen las mismas opciones que en las rondas previas. Ellos pueden igualar, aumentar, retirarse o aumentar el pozo, lo cual podría ponerlos en all-in.",Действия других игроков,"Как только будет сделана изначальная ставка, у всех остальных игроков будут те же варианты хода, что и в предыдущих раундах. Они могут уравнять ставку, поднять ее, пасовать или поднять банк, вплоть до олл-ина."
omaha_hi_turn,End of betting,4,omaha_hi_turn_4,9,37,"The betting round ends when all players, who have not folded, have placed equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the flop betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends.",End of betting,"The betting round ends when all players, who have not folded, have placed equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the flop betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends.",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, gleiche Beträge zum Pot beigetragen haben. Wenn alle Spieler in der aktuellen Einsatzrunde schieben, was bedeutet, dass es keine neuen Einsätze gibt, bleibt die Höhe des Pots die gleiche wie nach der Flop-Einsatzrunde. Wenn alle Spieler bis auf einen in der aktuellen Einsatzrunde aussteigen, gewinnt der Spieler, der nicht ausgestiegen ist, den Pot und die Einsatzrunde endet.",Final de las apuestas,"La ronda de apuestas termina cuando todos los jugadores que no se hayan retirado, hayan apostado montos de forma igualitaria al pozo. Si todos los jugadores deciden pasar en la ronda de apuestas corriente, significando que no hay nuevas apuestas, el monto del pozo permanece igual que en la ronda de flop. Si todos los jugadores, excepto uno, deciden retirarse de la ronda corriente, el jugador que no se haya retirado gana el pozo, y la ronda de apuestas termina.",Конец торгов,"Раунд торгов завершается, когда все игроки, которые не пасовали, внесли в банк одинаковые суммы. Если все игроки решили отказаться делать ставку в текущем раунде торгов (то есть новых ставок нет), сумма в банке остается такой же, как и после флоп-раунда торгов. Если все игроки, за исключением одного, решили пасовать в текущем раунде, игрок, который не пасовал, выигрывает банк, а раунд торгов завершается."
omaha_hi_river,River,1,omaha_hi_river_1,78,50,The fifth and final face-up community card is dealt on the table.,River,The fifth and final face-up community card is dealt on the table.,River,Die fünfte und letzte Gemeinschaftskarte wird offen am Pokertisch ausgegeben.,River,La quinta y última carta común es repartida boca arriba en la mesa.,Ривер,На покерный стол в открытую сдается пятая и последняя общая карта.
omaha_hi_river,First player’s actions,2,omaha_hi_river_2,81,10,"The first person to act is the first player, with two hole cards, to the left of the dealer. 
They have two options: check or bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",First player’s actions,"The first person to act is the first player, with two hole cards, to the left of the dealer. 
They have two options: check or bet. If the first player decides to check (bets nothing), the action passes clockwise to the next player.",Handlungen des ersten Spielers,"Der erste Spieler, der agiert, ist der erste Spieler – mit zwei Taschenkarten – links vom Dealer.Dieser Spieler hat zwei Optionen: Schieben oder Setzen. Wenn der erste Spieler schiebt (d. h. nichts setzt), geht die Action im Uhrzeigersinn an den nächsten Spieler über.",Las acciones del primer jugador,"La primera persona en actuar es el primer jugador, con dos cartas de mano, a la izquierda del crupier.

Ellos tienen dos opciones: pasar o apostar. Si el primer jugador decide pasar (apostar nada), la acción pasa en sentido horario al siguiente jugador.",Действия первого игрока,"Первым ходит первый активный игрок с двумя закрытыми картами, сидящий слева от фишки дилера.

У него есть два варианта хода: сделать чек или ставку. Если первый игрок решает сделать чек (отказаться делать ставку), ход переходит по часовой стрелке к следующему игроку."
omaha_hi_river,Other players’ actions,3,omaha_hi_river_3,66,90,"Once an initial bet is made, the players have the same options as in the previous rounds: they can call, raise, fold or raise pot, which could put them all-in.",Other players’ actions,"Once an initial bet is made, the players have the same options as in the previous rounds: they can call, raise, fold or raise pot, which could put them all-in.",Handlungen der anderen Spieler,"Nachdem der Eröffnungseinsatz gesetzt wurde, haben die Spieler die gleichen Optionen wie in den vorherigen Runden: Sie können mitgehen, erhöhen, aussteigen oder den Pot erhöhen, was möglicherweise einen All-In erforderlich macht.",Las acciones de los otros jugadores,"Una vez hecha que la apuesta inicial, los jugadores tienen las mismas opciones que en las rondas previas: pueden igualar, aumentar, retirarse o aumentar el pozo, lo cual podría ponerlos en all-in.",Действия других игроков,"Как только будет сделана изначальная ставка, у всех остальных игроков будут те же варианты хода, что и в предыдущих раундах: они могут уравнять ставку, поднять ее, пасовать или поднять банк, вплоть до олл-ина."
omaha_hi_river,All-in,4,omaha_hi_river_4,57,10,"All-in is a bet that places all of a player’s chips in the pot. Usually, if a player wants to continue in a hand but does not have enough money to call the current bet, they can go an all-in for whatever amount they have left in their stack. 

However, if the all-in player wins the hand, they can only lay claim to the total amount of their stack. In other words, if they go all-in for $25, and their two opponents have $100 each, they can only win $25 from each player, for a total of $75 (including their $25 all-in).",All-in,"All-in is a bet that places all of a player’s chips in the pot. Usually, if a player wants to continue in a hand but does not have enough money to call the current bet, they can go an all-in for whatever amount they have left in their stack. 

However, if the all-in player wins the hand, they can only lay claim to the total amount of their stack. In other words, if they go all-in for $25, and their two opponents have $100 each, they can only win $25 from each player, for a total of $75 (including their $25 all-in).",All-In,"All-In ist ein Einsatz, bei dem alle Chips einen Spielers im Pot platziert werden. Wenn ein Spieler eine Hand weiterspielen möchte, jedoch nicht genügend Geld besitzt, um beim aktuellen Einsatz mitzugehen, kann er mit dem Betrag, den er übrig hat, einen All-In-Einsatz platzieren.

Wenn der All-In-Player die Hand gewinnt, kann er jedoch nur den Gesamtbetrag seines Stack in Anspruch nehmen. Mit anderen Worten, wenn er einen All-In-Einsatz in Höhe von 25 USD setzt und seine beiden Gegner jeweils 100 USD gesetzt haben, kann er von jedem Spieler nur 25 USD gewinnen. Er gewinnt also insgesamt 75 USD; dieser Betrag schließt seinen All-In-Einsatz von 25 USD ein.
",All-in,"El all-in es una apuesta que coloca todas las fichas del jugador en el pozo. Usualmente, si el jugador quiere continuar en la mano pero no tiene suficiente dinero para igualar la apuesta corriente, puede ir all-in por el importe que tenga en su pila de fichas.

Sin embargo, si el jugador que apostó all-in gana la mano, solo puede reclamar el importe de la apuesta de su pila de fichas. En otras palabras, si él va all-in por 25$, y los otros oponentes tienen 100$ cada uno, solo puede ganar 25$ de cada jugador, para un total de 75$ (incluyendo sus propios 25$ del all-in).",Олл-ин (ва-банк),"Олл-ин (ва-банк) — это ставка, при которой игрок передает в банк все свои фишки. Как правило, если игрок хочет продолжать игру, но у него недостаточно денег, чтобы уравнять текущую ставку, он может пойти ва-банк на любую сумму, оставшуюся в стеке.

Однако, если игрок, пошедший ва-банк, выигрывает партию, он может претендовать только на сумму своего стека. Другими словами, если игрок идет ва-банк, поставив 25$, а два его соперника поставили по 100$ каждый, он может выиграть только 25$ у каждого игрока, получив в сумме 75$ (включая свой олл-ин на 25$)."
omaha_hi_river,End of betting,5,omaha_hi_river_5,55,90,"A betting round ends when all players, who have not folded, have bet equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the turn betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends.",End of betting,"A betting round ends when all players, who have not folded, have bet equal amounts in the pot. If all players decide to check in the current betting round, meaning there are no new bets, the amount in the pot remains the same as after the turn betting round. If all players, except one, decide to fold in the current round, the player who has not folded wins the pot, and the betting round ends.",Ende des Setzens,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, gleiche Beträge zum Pot beigetragen haben. Wenn alle Spieler in der aktuellen Einsatzrunde schieben, was bedeutet, dass es keine neuen Einsätze gibt, bleibt die Höhe des Pots die gleiche wie nach der Turn-Einsatzrunde. Wenn alle Spieler bis auf einen in der aktuellen Einsatzrunde aussteigen, gewinnt der Spieler, der nicht ausgestiegen ist, den Pot und die Einsatzrunde endet.",Final de las apuestas,"Una ronda de apuestas termina cuando todos los jugadores que no se hayan retirado, hayan apostado importes de forma igualitaria en el pozo. Si todos los jugadores deciden pasar en la ronda de apuestas corriente, significando que no hay nuevas apuestas, el importe del pozo permanece igual que en la ronda de turn. Si todos los jugadores, excepto uno, deciden retirarse de la ronda corriente, el jugador que no se haya retirado gana el pozo, y la ronda de apuestas termina.",Конец торгов,"Раунд торгов завершается, когда все игроки, которые не пасовали, внесли в банк одинаковые суммы. Если все игроки решили отказаться делать ставку в текущем раунде торгов (то есть новых ставок нет), сумма в банке остается такой же, как и после терн-раунда торгов. Если все игроки, за исключением одного, решили пасовать в текущем раунде, игрок, который не пасовал, выигрывает банк, а раунд торгов завершается."
omaha_hi_showdown,The hand,1,omaha_hi_showdown_1,19,33,"To form the best five-card combination, the players must use two – and only two - of their four hole cards, plus three of the five community cards.",The hand,"To form the best five-card combination, the players must use two – and only two - of their four hole cards, plus three of the five community cards.",Die Hand,"Um die beste Kombination aus fünf Karten zu bilden, müssen die Spieler zwei – und nur zwei – ihrer vier Taschenkarten und drei der fünf Gemeinschaftskarten verwenden.",La mano,"Para formar la mejor combinación de cinco cartas, los jugadores deben utilizar dos – y sólo dos – de sus cuatro cartas de mano, más tres de las cinco cartas comunes.
",Рука,"Чтобы собрать лучшую комбинацию из пяти карт, игроки должны использовать две и только две из четырех закрытых карт, а также любые три из пяти общих карт."
omaha_hi_showdown,The order at showdown,2,omaha_hi_showdown_2,91,90,"The first player to show their cards is the player closest to the SB. Players go clockwise around the table, showing their cards. However, in live games it is common for the player, who bets or raises last – and gets called - to show first. The aim is to form the best five-card combination by using two – and only two - of your four hole cards along with three of the five community cards on the table.",The order at showdown,"The first player to show their cards is the player closest to the SB. Players go clockwise around the table, showing their cards. However, in live games it is common for the player, who bets or raises last – and gets called - to show first. The aim is to form the best five-card combination by using two – and only two - of your four hole cards along with three of the five community cards on the table.",Die Reihenfolge beim Showdown,"Der erste Spieler, der seine Karten zeigt, ist der Spieler, der dem SB am nächsten ist. Die Spieler zeigen im Uhrzeigersinn um den Tisch herum nacheinander ihre Karten. In Live-Spielen ist es jedoch allgemein üblich, dass der Spieler, der zuletzt gesetzt oder erhöht hat – und mit dem mitgegangen wurde – seine Karten zuerst zeigt. Ziel ist es, die beste Kombination aus fünf Karten zu bilden, indem Sie zwei – und nur zwei – Ihrer vier Taschenkarten und drei der fünf Gemeinschaftskarten auf dem Tisch verwenden.",El orden de muestra,"La primera persona en mostrar sus cartas es el jugador más cercano a la ciega pequeña. Los jugadores van en sentido horario alrededor de la mesa, mostrando sus cartas. Sin embargo, en juego en vivo es común que el jugador que apuesta o aumenta de último – y es igualado – sea quien muestre primero El objetivo es formar la mejor combinación de cinco cartas utilizando dos – y sólo dos – de tus cuatro cartas de mano junto con tres de las cinco cartas comunes en la mesa.
",Порядок раскрытия карт,"Первым свои карты показывает игрок, ближайший к SB. Игроки показывают свои карты по часовой стрелке. Однако в живой игре обычно первым раскрывается игрок, который делает или поднимает ставку последним и ставку которого уравнивают. Цель — собрать лучшую комбинацию из пяти карт, используя две и только две из четырех закрытых карт вместе с любыми тремя из пяти общих карт на столе."
omaha_hi_showdown,Next player,3,omaha_hi_showdown_3,56,10,"The next player to the left of the previous player turns up their two hole cards to form the best five-card combination, using any two out of their four hole cards and any three out of the five community cards on the table.",Next player,"The next player to the left of the previous player turns up their two hole cards to form the best five-card combination, using any two out of their four hole cards and any three out of the five community cards on the table.",Nächster Spieler,"Der nächste Spieler links vom vorangehenden Spieler zeigt seine beiden Taschenkarten, mit denen er die beste Kombination aus fünf Karten bilden möchte. Dabei kann er zwei beliebige Karten seiner vier Taschenkarten und drei beliebige Karten der Gemeinschaftskarten auf dem Tisch verwenden.",El siguiente jugador,"El siguiente jugador a la izquierda del jugador anterior voltea sus dos cartas de mano para formar la mejor combinación de cinco cartas, usando cualquieras dos de sus cuatro cartas de mano y cualquieras tres de las cinco cartas comunes en la mesa.
",Следующий игрок,"Следующий игрок слева от предыдущего переворачивает две закрытые карты, чтобы составить лучшую комбинацию из пяти карт, используя две из четырех закрытых карт и любые три из пяти общих карт на столе."
